 PARM = MNET;SLAT;SLON;SELV;TMPF;SKNT;DRCT;GUST;PMSL;ALTI;DWPF;RELH;WTHR;P24I


    STN  YYMMDD/HHMM      MNET     SLAT     SLON     SELV     TMPF     SKNT     DRCT     GUST     PMSL     ALTI     DWPF     RELH     WTHR     P24I     
   KAJG  20120201/1855      1.00    38.61   -87.73   131.00    62.60     3.00   260.00 -9999.00 -9999.00    30.04    44.60    51.76 -9999.00 -9999.00
   KAJO  20120201/1856      1.00    33.90  -117.60   163.00    59.90     3.00    90.00 -9999.00 -9999.00 -9999.00    41.90    51.34 -9999.00 -9999.00
   KAKH  20120201/1854      1.00    35.20   -81.16   243.00    64.04     8.00   210.00 -9999.00  1020.30    30.13    44.96    49.89 -9999.00 -9999.00
   KAKO  20120201/1853      1.00    40.17  -103.21  1431.00    46.94    13.00   350.00    21.00  1022.00    30.15     8.96    20.90 -9999.00 -9999.00
   KAKQ  20120201/1854      1.00    36.98   -77.00    34.00    69.98     8.00   220.00 -9999.00  1017.70    30.05    35.96    28.66 -9999.00 -9999.00
   KAKR  20120201/1854      1.00    41.04   -81.46   325.00    55.04    11.00   270.00 -9999.00  1016.40    30.01    39.92    56.63 -9999.00 -9999.00
   KALI  20120201/1853      1.00    27.74   -98.03    54.00    77.00     5.00 -9999.00 -9999.00  1018.10    30.07    64.40    65.20 -9999.00 -9999.00
   KALI  20120201/1904      1.00    27.74   -98.03    54.00    78.80     6.00   190.00 -9999.00 -9999.00    30.07    64.40    61.44 -9999.00 -9999.00
   KALM  20120201/1855      1.00    32.83  -105.98  1279.00    60.80    10.00   350.00 -9999.00 -9999.00    30.23    15.81    17.06 -9999.00 -9999.00
   KALN  20120201/1850      1.00    38.90   -90.05   166.00    57.20     5.00   330.00 -9999.00 -9999.00    30.10    37.40    47.46 -9999.00 -9999.00
   KALO  20120201/1854      1.00    42.55   -92.40   266.00    32.00     0.00     0.00 -9999.00  1020.90    30.12    32.00   100.00    31.00 -9999.00
   KALS  20120201/1852      1.00    37.44  -105.86  2297.00    39.02     0.00     0.00 -9999.00  1025.20    30.25    10.94    30.95 -9999.00 -9999.00
   KALX  20120201/1855      1.00    32.91   -85.96   209.00    59.00     0.00     0.00 -9999.00 -9999.00    30.16    55.22    87.27     1.00 -9999.00
   KAMA  20120201/1853      1.00    35.22  -101.72  1099.00    55.94    16.00   320.00    21.00  1020.00    30.16    17.96    22.29 -9999.00 -9999.00
   KAMG  20120201/1853      1.00    31.54   -82.51    61.00    75.92     8.00   170.00 -9999.00  1021.90    30.18    50.00    40.23 -9999.00 -9999.00
   KAMN  20120201/1846      1.00    43.32   -84.69   229.00    37.40     5.00   310.00 -9999.00 -9999.00    30.06    32.00    80.63 -9999.00 -9999.00
   KAMW  20120201/1853      1.00    41.99   -93.62   288.00    44.96     4.00   130.00 -9999.00  1019.80    30.10    37.94    76.24 -9999.00 -9999.00
   KANB  20120201/1853      1.00    33.59   -85.85   186.00    55.04     0.00     0.00 -9999.00  1021.30    30.15    53.96    96.14  2493.00 -9999.00
   KAND  20120201/1856      1.00    34.50   -82.71   238.00    66.92     9.00   220.00 -9999.00  1020.70    30.15    48.02    50.67 -9999.00 -9999.00
   KANE  20120201/1845      1.00    45.15   -93.22   278.00    35.60     0.00     0.00 -9999.00 -9999.00    30.08    33.80    93.08    31.00 -9999.00
   KANJ  20120201/1855      1.00    46.48   -84.36   210.00    30.02    12.00   310.00    18.00  1016.50    30.00    21.92    71.44 -9999.00 -9999.00
   KANK  20120201/1915      1.00    38.54  -106.05  2293.00    44.96    11.00   170.00    15.00 -9999.00    30.25     4.28    18.19 -9999.00 -9999.00
   KANW  20120201/1855      1.00    42.58  -100.00   789.00    50.18     6.00   330.00 -9999.00 -9999.00    30.08    20.30    30.44 -9999.00 -9999.00
   KAOH  20120201/1853      1.00    40.71   -84.02   297.00    50.00     7.00   280.00 -9999.00  1017.60    30.04    39.92    68.16     6.00 -9999.00
   KAOO  20120201/1853      1.00    40.30   -78.32   458.00    55.04    17.00   270.00 -9999.00  1015.20    29.98    39.92    56.63 -9999.00 -9999.00
   KAPA  20120201/1853      1.00    39.56  -104.85  1793.00    46.04     0.00     0.00 -9999.00  1021.00    30.14     5.00    18.05 -9999.00 -9999.00
   KAPC  20120201/1854      1.00    38.21  -122.28    10.00    51.98     0.00     0.00 -9999.00  1024.40    30.28    50.00    92.94 -9999.00 -9999.00
   KAPF  20120201/1853      1.00    26.15   -81.77     2.00    77.00     7.00   280.00 -9999.00  1020.70    30.14    64.40    65.20 -9999.00 -9999.00
   KAPN  20120201/1854      1.00    45.07   -83.56   210.00    35.96     9.00   300.00    17.00  1016.80    30.00    24.98    63.99 -9999.00 -9999.00
   KAPY  20120201/1855      1.00    26.97   -99.25   129.00    80.60     3.00   190.00 -9999.00 -9999.00    30.05    60.80    51.05 -9999.00 -9999.00
   KAQP  20120201/1855      1.00    45.23   -96.00   310.00    44.60     5.00   220.00 -9999.00 -9999.00    30.02    33.80    65.60 -9999.00 -9999.00
   KAQR  20120201/1855      1.00    34.40   -96.15   180.00    60.80     5.00    80.00 -9999.00 -9999.00    30.07    50.00    67.57 -9999.00 -9999.00
   KAQV  20120201/1856      1.00    31.67   -93.45   111.00    71.96     0.00     0.00 -9999.00  1017.80    30.06    64.94    78.61 -9999.00 -9999.00
   KARA  20120201/1853      1.00    30.03   -91.88     7.00    75.92    11.00   210.00 -9999.00  1019.30    30.10    68.00    76.54 -9999.00 -9999.00
   KARB  20120201/1853      1.00    42.22   -83.74   255.00    44.96     9.00   280.00 -9999.00  1018.10    30.06    33.08    62.86 -9999.00 -9999.00
   KARG  20120201/1855      1.00    36.13   -90.92    83.00    57.20     0.00     0.00 -9999.00 -9999.00    30.06    57.20   100.00 -9999.00 -9999.00
   KARM  20120201/1855      1.00    29.25   -96.15    31.00    75.20     7.00   260.00 -9999.00 -9999.00    30.09    66.20    73.67 -9999.00 -9999.00
   KARR  20120201/1852      1.00    41.77   -88.48   215.00    41.00     5.00   330.00 -9999.00  1019.90    30.10    35.06    79.20 -9999.00 -9999.00
   KART  20120201/1856      1.00    43.99   -76.02    99.00    41.00     9.00   250.00 -9999.00  1010.40    29.83    37.40    86.89 -9999.00 -9999.00
   KARV  20120201/1855      1.00    45.93   -89.73   497.00    32.00     5.00   210.00 -9999.00 -9999.00    30.03    28.40    86.37 -9999.00 -9999.00
   KARW  20120201/1855      1.00    32.41   -80.63     3.00    71.60     9.00   200.00    14.00 -9999.00    30.20    51.80    49.70 -9999.00 -9999.00
   KASD  20120201/1853      1.00    30.34   -89.82     9.00    68.00     0.00     0.00 -9999.00  1020.10    30.13    62.06    81.33    13.00 -9999.00
   KASD  20120201/1904      1.00    30.34   -89.82     9.00    68.00     0.00     0.00 -9999.00 -9999.00    30.12    62.60    82.89    13.00 -9999.00
   KASE  20120201/1853      1.00    39.23  -106.87  2382.00    33.98     4.00    10.00 -9999.00  1021.70    30.19    10.04    36.28 -9999.00 -9999.00
   KASG  20120201/1848      1.00    36.18   -94.12   412.00    59.00     8.00    30.00 -9999.00 -9999.00    30.09    44.60    58.80 -9999.00 -9999.00
   KASJ  20120201/1855      1.00    36.30   -77.17    21.00    69.80     4.00   200.00 -9999.00 -9999.00    30.09    41.00    35.13 -9999.00 -9999.00
   KASL  20120201/1855      1.00    32.52   -94.31   109.00    71.60     8.00   200.00    14.00 -9999.00    30.08    60.80    68.81 -9999.00 -9999.00
   KAST  20120201/1855      1.00    46.16  -123.88     3.00    46.04     9.00   270.00 -9999.00  1023.90    30.24    39.92    79.07 -9999.00 -9999.00
   KASX  20120201/1853      1.00    46.55   -90.92   251.00    35.96     3.00 -9999.00 -9999.00  1018.90    30.06    28.04    72.64 -9999.00 -9999.00
   KATL  20120201/1852      1.00    33.64   -84.43   313.00    66.92     6.00   220.00 -9999.00  1020.50    30.14    42.98    41.85 -9999.00 -9999.00
   KATP  20120201/1900      1.00    27.20   -90.03    19.00    75.20     4.00 -9999.00 -9999.00 -9999.00    30.19    69.80    83.37 -9999.00 -9999.00
   KATS  20120201/1855      1.00    32.85  -104.47  1079.00    64.40    10.00   330.00    16.00 -9999.00    30.19    12.21    12.83 -9999.00 -9999.00
   KATW  20120201/1845      1.00    44.25   -88.52   280.00    37.40     5.00   320.00 -9999.00 -9999.00    30.07    30.20    74.96 -9999.00 -9999.00
   KATY  20120201/1853      1.00    44.90   -97.15   532.00    42.98    10.00   260.00 -9999.00  1018.60    30.03    30.92    62.14 -9999.00 -9999.00
   KAUG  20120201/1853      1.00    44.32   -69.80   107.00    24.98     0.00     0.00 -9999.00  1007.50    29.74    24.08    96.31 -9999.00 -9999.00
   KAUH  20120201/1855      1.00    40.89   -97.99   550.00    58.64    11.00   240.00 -9999.00 -9999.00    30.08    19.94    22.02 -9999.00 -9999.00
   KAUM  20120201/1857      1.00    43.67   -92.93   375.00    32.00     3.00   170.00 -9999.00 -9999.00    30.10    30.20    92.96     9.00 -9999.00
   KAUS  20120201/1853      1.00    30.19   -97.67   165.00    75.02     0.00     0.00 -9999.00  1018.00    30.08    64.04    68.75 -9999.00 -9999.00
   KAUW  20120201/1854      1.00    44.93   -89.63   366.00    33.98     6.00   290.00 -9999.00  1019.40    30.05    26.96    75.17 -9999.00 -9999.00
   KAVC  20120201/1855      1.00    36.69   -78.05   135.00    66.20    10.00   220.00 -9999.00 -9999.00    30.13    33.80    29.94 -9999.00 -9999.00
   KAVK  20120201/1850      1.00    36.77   -98.67   449.00    57.20     3.00   160.00 -9999.00 -9999.00    30.16    28.40    33.05 -9999.00 -9999.00
   KAVL  20120201/1854      1.00    35.43   -82.54   660.00    53.96     0.00     0.00 -9999.00  1020.20    30.15    48.02    80.27    13.00 -9999.00
   KAVP  20120201/1854      1.00    41.34   -75.73   293.00    53.96    12.00   250.00    18.00  1011.90    29.89    39.92    58.91 -9999.00 -9999.00
   KAWG  20120201/1855      1.00    41.28   -91.67   230.00    37.40     3.00   360.00 -9999.00 -9999.00    30.14    32.00    80.63 -9999.00 -9999.00
   KAWM  20120201/1853      1.00    35.13   -90.23    65.00    64.04     5.00 -9999.00 -9999.00  1018.00    30.07    57.92    80.52 -9999.00 -9999.00
   KAWO  20120201/1855      1.00    48.17  -122.17    42.00    46.40     0.00     0.00 -9999.00 -9999.00    30.16    10.40    22.75 -9999.00 -9999.00
   KAXA  20120201/1855      1.00    43.08   -94.27   372.00    39.20     3.00   180.00 -9999.00 -9999.00    30.08    37.40    93.19 -9999.00 -9999.00
   KAXH  20120201/1855      1.00    29.51   -95.48    21.00    77.00     5.00   240.00 -9999.00 -9999.00    30.07    64.40    65.20 -9999.00 -9999.00
   KAXN  20120201/1853      1.00    45.87   -95.39   434.00    33.98     5.00   170.00 -9999.00  1018.20    30.01    32.00    92.35    31.00 -9999.00
   KAXS  20120201/1855      1.00    34.70   -99.34   437.00    60.80     0.00     0.00 -9999.00 -9999.00    30.15    32.00    33.65 -9999.00 -9999.00
   KAXX  20120201/1855      1.00    36.42  -105.29  2554.00    33.80     0.00     0.00 -9999.00 -9999.00    30.27    10.40    37.14 -9999.00 -9999.00
   KAYS  20120201/1855      1.00    31.25   -82.40    46.00    77.00     6.00   230.00 -9999.00 -9999.00    30.18    55.40    47.33 -9999.00 -9999.00
   KAZO  20120201/1853      1.00    42.23   -85.55   266.00    39.92     6.00   300.00 -9999.00  1019.40    30.09    33.98    79.11 -9999.00 -9999.00
   KBAD  20120201/1855      1.00    32.50   -93.67    51.00    72.32     0.00     0.00 -9999.00  1018.40    30.07    62.78    72.02 -9999.00 -9999.00
   KBAF  20120201/1853      1.00    42.16   -72.71    82.00    59.00    10.00   260.00 -9999.00  1008.50    29.77    39.20    47.75 -9999.00 -9999.00
   KBAK  20120201/1845      1.00    39.27   -85.90   200.00    57.20     0.00     0.00 -9999.00 -9999.00    30.05    48.20    71.85 -9999.00 -9999.00
   KBAX  20120201/1854      1.00    43.78   -82.99   233.00    37.40     9.00   290.00    14.00 -9999.00    30.04    32.00    80.63 -9999.00 -9999.00
   KBBB  20120201/1852      1.00    45.32   -95.65   317.00    35.60     5.00   180.00 -9999.00 -9999.00    30.03    35.60   100.00    31.00 -9999.00
   KBBD  20120201/1855      1.00    31.18   -99.32   557.00    75.20    12.00   290.00 -9999.00 -9999.00    30.11    44.60    33.63 -9999.00 -9999.00
   KBBF  20120201/1905      1.00    27.83   -96.02     9.00    73.40     9.00   170.00 -9999.00 -9999.00    30.06    69.80    88.54 -9999.00 -9999.00
   KBBG  20120201/1845      1.00    36.53   -93.20   397.00    57.20     4.00   350.00 -9999.00 -9999.00    30.10    39.20    50.93 -9999.00 -9999.00
   KBBP  20120201/1855      1.00    34.62   -79.73    45.00    71.60     9.00   220.00 -9999.00 -9999.00    30.14    44.60    37.95 -9999.00 -9999.00
   KBBW  20120201/1853      1.00    41.43   -99.65   776.00    53.06     6.00 -9999.00 -9999.00  1020.40    30.08    19.04    25.93 -9999.00 -9999.00
   KBCB  20120201/1855      1.00    37.22   -80.42   650.00    59.00     9.00   260.00 -9999.00 -9999.00    30.12    50.00    72.04 -9999.00 -9999.00
   KBCE  20120201/1815      1.00    37.71  -112.15  2312.00    33.80    10.00   130.00 -9999.00 -9999.00    30.20    17.60    50.98 -9999.00 -9999.00
   KBCE  20120201/1820      1.00    37.71  -112.15  2312.00    33.80    10.00   150.00 -9999.00 -9999.00    30.19    17.60    50.98 -9999.00 -9999.00
   KBCE  20120201/1825      1.00    37.71  -112.15  2312.00    33.80     9.00   140.00 -9999.00 -9999.00    30.20    17.60    50.98 -9999.00 -9999.00
   KBCE  20120201/1830      1.00    37.71  -112.15  2312.00    33.80    10.00   140.00 -9999.00 -9999.00    30.19    17.60    50.98 -9999.00 -9999.00
   KBCE  20120201/1835      1.00    37.71  -112.15  2312.00    33.80     9.00   140.00 -9999.00 -9999.00    30.19    17.60    50.98 -9999.00 -9999.00
   KBCE  20120201/1840      1.00    37.71  -112.15  2312.00    33.80     8.00   140.00 -9999.00 -9999.00    30.19    17.60    50.98 -9999.00 -9999.00
   KBCE  20120201/1845      1.00    37.71  -112.15  2312.00    33.80    10.00   140.00 -9999.00 -9999.00    30.19    17.60    50.98 -9999.00 -9999.00
   KBCE  20120201/1850      1.00    37.71  -112.15  2312.00    33.98     9.00   140.00 -9999.00  1022.50    30.19    17.96    51.40 -9999.00 -9999.00
   KBCE  20120201/1853      1.00    37.71  -112.15  2312.00    33.98    10.00   140.00 -9999.00  1022.50    30.19    17.96    51.40 -9999.00 -9999.00
   KBCE  20120201/1855      1.00    37.71  -112.15  2312.00    33.80    10.00   140.00 -9999.00 -9999.00    30.19    17.60    50.98 -9999.00 -9999.00
   KBCK  20120201/1855      1.00    44.25   -90.86   255.00    33.80     3.00   250.00 -9999.00 -9999.00    30.12    30.20    86.48    31.00 -9999.00
   KBCT  20120201/1852      1.00    26.38   -80.11     4.00    78.80     7.00   130.00 -9999.00 -9999.00    30.19    64.40    61.44 -9999.00 -9999.00
   KBDE  20120201/1853      1.00    48.73   -94.61   330.00    33.08     7.00   160.00 -9999.00  1016.40    29.96    30.02    88.36 -9999.00 -9999.00
   KBDG  20120201/1859      1.00    37.62  -109.47  1829.00    41.00     3.00   170.00 -9999.00 -9999.00    30.31    21.20    44.80 -9999.00 -9999.00
   KBDH  20120201/1855      1.00    45.12   -95.08   344.00    35.60     8.00   150.00 -9999.00 -9999.00    30.07    35.60   100.00    31.00 -9999.00
   KBDR  20120201/1852      1.00    41.16   -73.13     3.00    55.94    10.00   230.00 -9999.00  1010.40    29.84    39.92    54.81 -9999.00 -9999.00
   KBDU  20120201/1900      1.00    40.04  -105.23  1612.00    46.40     3.00    70.00 -9999.00 -9999.00    30.13    10.40    22.75 -9999.00 -9999.00
   KBEA  20120201/1855      1.00    28.36   -97.79    82.00    75.20     8.00   170.00 -9999.00 -9999.00    30.09    62.60    64.98 -9999.00 -9999.00
   KBED  20120201/1856      1.00    42.47   -71.29    40.00    51.98     6.00   220.00 -9999.00  1008.90    29.75    44.06    74.30 -9999.00 -9999.00
   KBEH  20120201/1853      1.00    42.13   -86.43   196.00    39.02     3.00   280.00 -9999.00  1019.70    30.10    33.98    81.94     6.00 -9999.00
   KBFD  20120201/1853      1.00    41.80   -78.64   653.00    50.00    15.00   270.00    21.00  1013.60    29.93    35.60    57.52 -9999.00 -9999.00
   KBFF  20120201/1853      1.00    41.87  -103.59  1208.00    46.04    11.00   320.00 -9999.00  1022.70    30.15    15.08    28.37 -9999.00 -9999.00
   KBFI  20120201/1853      1.00    47.55  -122.31     5.00    46.94     0.00     0.00 -9999.00  1021.10    30.15    39.92    76.43 -9999.00 -9999.00
   KBFL  20120201/1854      1.00    35.43  -119.06   155.00    57.02     3.00 -9999.00 -9999.00  1024.10    30.25    46.94    68.98     6.00 -9999.00
   KBFM  20120201/1853      1.00    30.61   -88.06     7.00    62.96     5.00   160.00 -9999.00  1021.20    30.16    62.06    96.88  2494.00 -9999.00
   KBFW  20120201/1854      1.00    47.20   -91.40   331.00    33.80     0.00     0.00 -9999.00 -9999.00    30.01    24.80    69.22 -9999.00 -9999.00
   KBGE  20120201/1855      1.00    30.97   -84.63    43.00    69.80     8.00   210.00 -9999.00 -9999.00    30.19    59.00    68.61     1.00 -9999.00
   KBGM  20120201/1853      1.00    42.21   -75.98   496.00    51.08    17.00   260.00    22.00  1010.80    29.84    39.02    63.23 -9999.00 -9999.00
   KBGR  20120201/1853      1.00    44.80   -68.82    58.00    26.06     5.00   350.00 -9999.00  1007.50    29.74    23.00    87.99 -9999.00 -9999.00
   KBHM  20120201/1853      1.00    33.57   -86.74   196.00    59.00     4.00   180.00 -9999.00  1020.30    30.14    57.20    93.75 -9999.00 -9999.00
   KBID  20120201/1855      1.00    41.17   -71.57    33.00    51.80    16.00   240.00    23.00 -9999.00    29.85    41.00    66.49 -9999.00 -9999.00
   KBIE  20120201/1855      1.00    40.30   -96.75   403.00    55.40     8.00   220.00 -9999.00 -9999.00    30.11    26.60    32.75 -9999.00 -9999.00
   KBIH  20120201/1856      1.00    37.37  -118.36  1256.00    57.92     5.00    10.00 -9999.00  1017.60    30.09    17.06    19.96 -9999.00 -9999.00
   KBIJ  20120201/1855      1.00    31.40   -84.90    65.00    64.40     3.00   200.00 -9999.00 -9999.00    30.18    46.40    52.03    17.00 -9999.00
   KBIL  20120201/1853      1.00    45.81  -108.54  1112.00    39.02     6.00   180.00 -9999.00  1017.70    29.99    19.04    44.12 -9999.00 -9999.00
   KBIS  20120201/1852      1.00    46.78  -100.76   511.00    46.94    11.00   270.00 -9999.00  1016.90    29.99    26.06    43.79 -9999.00 -9999.00
   KBIV  20120201/1853      1.00    42.75   -86.10   209.00    39.92     5.00   280.00 -9999.00  1019.60    30.10    32.00    73.06 -9999.00 -9999.00
   KBIX  20120201/1850      1.00    30.42   -88.92    10.00    62.60     3.00   150.00 -9999.00  1020.60    30.14    62.60   100.00 -9999.00 -9999.00
   KBIX  20120201/1855      1.00    30.42   -88.92    10.00    63.68     4.00   160.00 -9999.00  1020.60    30.13    63.68   100.00 -9999.00 -9999.00
   KBJC  20120201/1846      1.00    39.92  -105.12  1724.00    46.40     7.00   130.00 -9999.00 -9999.00    30.15     5.00    17.81 -9999.00 -9999.00
   KBJI  20120201/1855      1.00    47.50   -94.93   423.00    33.80     5.00   120.00 -9999.00 -9999.00    29.96    30.20    86.48 -9999.00 -9999.00
   KBJJ  20120201/1856      1.00    40.87   -81.89   346.00    53.06     8.00   300.00 -9999.00  1017.10    30.03    41.00    63.48 -9999.00 -9999.00
   KBKB  20120201/1854      1.00    31.00   -93.62    94.00    71.06     0.00     0.00 -9999.00  1020.70    30.06    66.02    84.14 -9999.00 -9999.00
   KBKD  20120201/1855      1.00    32.72   -98.89   391.00    68.00     8.00   320.00 -9999.00 -9999.00    30.09    42.80    40.05 -9999.00 -9999.00
   KBKE  20120201/1853      1.00    44.84  -117.81  1028.00    35.96     3.00   180.00 -9999.00  1018.50    30.02    32.00    85.35 -9999.00 -9999.00
   KBKL  20120201/1853      1.00    41.53   -81.67   178.00    42.08     9.00   290.00 -9999.00  1017.70    30.05    35.06    75.97     6.00 -9999.00
   KBKN  20120201/1855      1.00    36.75   -97.35   314.00    59.00     4.00   120.00 -9999.00 -9999.00    30.12    32.00    35.88 -9999.00 -9999.00
   KBKV  20120201/1853      1.00    28.47   -82.45    23.00    78.98     8.00   140.00 -9999.00  1022.30    30.19    53.06    40.72 -9999.00 -9999.00
   KBKX  20120201/1855      1.00    44.30   -96.82   502.00    46.40     8.00   260.00 -9999.00 -9999.00    30.08    30.20    52.98 -9999.00 -9999.00
   KBLF  20120201/1852      1.00    37.30   -81.21   871.00    53.06     5.00   230.00 -9999.00  1018.70    30.12    46.94    79.65 -9999.00 -9999.00
   KBLH  20120201/1852      1.00    33.62  -114.72   121.00    59.00     0.00     0.00 -9999.00  1019.60    30.12    21.92    23.65 -9999.00 -9999.00
   KBLI  20120201/1853      1.00    48.80  -122.54    48.00    46.04     6.00   250.00    14.00  1020.60    30.12    35.96    67.68 -9999.00 -9999.00
   KBLM  20120201/1855      1.00    40.18   -74.13    48.00    64.40    16.00   260.00    22.00 -9999.00    29.91    42.80    45.36 -9999.00 -9999.00
   KBMC  20120201/1859      1.00    41.51  -112.05  1311.00    37.40     3.00    20.00 -9999.00 -9999.00    30.12    26.60    64.66 -9999.00 -9999.00
   KBMG  20120201/1853      1.00    39.14   -86.62   257.00    60.08     0.00     0.00 -9999.00  1016.70    30.03    41.00    49.27 -9999.00 -9999.00
   KBMI  20120201/1856      1.00    40.48   -88.92   266.00    46.94     5.00   320.00 -9999.00  1019.70    30.09    39.92    76.43 -9999.00 -9999.00
   KBML  20120201/1852      1.00    44.58   -71.18   353.00    33.08     0.00     0.00 -9999.00  1006.40    29.67    30.92    91.65    31.00 -9999.00
   KBMQ  20120201/1853      1.00    30.74   -98.24   392.00    73.94     7.00   220.00 -9999.00  1018.40    30.11    57.92    57.39 -9999.00 -9999.00
   KBNA  20120201/1853      1.00    36.12   -86.69   182.00    60.98     4.00 -9999.00 -9999.00  1018.20    30.08    55.94    83.49 -9999.00 -9999.00
   KBNL  20120201/1855      1.00    33.26   -81.39    75.00    71.60     6.00   220.00 -9999.00 -9999.00    30.17    50.00    46.50 -9999.00 -9999.00
   KBNW  20120201/1855      1.00    42.05   -93.85   354.00    47.30     4.00   160.00 -9999.00 -9999.00    30.10    37.04    67.36 -9999.00 -9999.00
   KBOI  20120201/1853      1.00    43.57  -116.24   871.00    42.08     8.00   130.00 -9999.00  1019.50    30.08    30.92    64.33    13.00 -9999.00
   KBOK  20120201/1856      1.00    42.07  -124.29   140.00    50.00     6.00   340.00 -9999.00  1027.60    30.34    41.90    73.59     6.00 -9999.00
   KBOS  20120201/1854      1.00    42.36   -71.01     6.00    55.94    12.00   250.00    19.00  1007.90    29.77    39.02    52.92 -9999.00 -9999.00
   KBOW  20120201/1850      1.00    27.95   -81.78    39.00    77.00     5.00   130.00 -9999.00 -9999.00    30.19    51.80    41.49 -9999.00 -9999.00
   KBPC  20120201/1915      1.00    35.89  -101.03   258.00    59.00     6.00    30.00 -9999.00 -9999.00    30.13    26.60    28.77 -9999.00 -9999.00
   KBPI  20120201/1853      1.00    42.58  -110.10  2126.00     8.96     0.00     0.00 -9999.00  1030.30    30.17     6.08    87.74 -9999.00 -9999.00
   KBPK  20120201/1853      1.00    36.37   -92.47   282.00    57.02     4.00    20.00 -9999.00  1018.20    30.07    46.04    66.67 -9999.00 -9999.00
   KBPK  20120201/1902      1.00    36.37   -92.47   282.00    57.20     4.00    50.00 -9999.00 -9999.00    30.07    46.40    67.15 -9999.00 -9999.00
   KBPT  20120201/1853      1.00    29.95   -94.02     5.00    71.96     4.00   310.00 -9999.00  1018.50    30.08    69.98    93.51    31.00 -9999.00
   KBQK  20120201/1855      1.00    31.25   -81.47     8.00    73.40     9.00   130.00 -9999.00 -9999.00    30.20    55.40    53.36 -9999.00 -9999.00
   KBQP  20120201/1855      1.00    32.76   -91.88    51.00    77.00     4.00   300.00 -9999.00 -9999.00    30.08    62.60    61.21 -9999.00 -9999.00
   KBRD  20120201/1853      1.00    46.40   -94.13   373.00    30.92    10.00   190.00 -9999.00  1018.70    30.03    28.04    88.90    31.00 -9999.00
   KBRL  20120201/1853      1.00    40.77   -91.13   212.00    46.04     4.00   330.00 -9999.00  1020.60    30.13    37.04    70.64 -9999.00 -9999.00
   KBRO  20120201/1853      1.00    25.91   -97.42     7.00    80.06    11.00   170.00 -9999.00  1017.30    30.05    68.00    66.79 -9999.00 -9999.00
   KBTA  20120201/1855      1.00    41.41   -96.11   404.00    55.76     6.00   190.00 -9999.00 -9999.00    30.09    24.08    29.11 -9999.00 -9999.00
   KBTL  20120201/1853      1.00    42.31   -85.24   290.00    39.02     5.00   280.00 -9999.00  1019.00    30.08    32.00    75.67 -9999.00 -9999.00
   KBTM  20120201/1853      1.00    45.95  -112.50  1690.00    28.94     0.00     0.00 -9999.00  1019.80    29.98    15.98    57.85 -9999.00 -9999.00
   KBTR  20120201/1853      1.00    30.54   -91.15    21.00    66.02     7.00    90.00 -9999.00  1020.00    30.12    64.04    93.34    13.00 -9999.00
   KBTV  20120201/1854      1.00    44.47   -73.15   101.00    44.06    11.00   320.00    16.00  1006.10    29.70    37.04    76.16     1.00 -9999.00
   KBUF  20120201/1854      1.00    42.94   -78.74   220.00    42.08    14.00   250.00    21.00  1014.40    29.95    33.08    70.19 -9999.00 -9999.00
   KBUR  20120201/1853      1.00    34.20  -118.36   236.00    60.98     3.00   130.00 -9999.00  1020.70    30.16    41.00    47.72 -9999.00 -9999.00
   KBUU  20120201/1855      1.00    42.69   -88.30   237.00    37.40     4.00   300.00 -9999.00 -9999.00    30.09    32.00    80.63 -9999.00 -9999.00
   KBUY  20120201/1854      1.00    36.05   -79.47   188.00    66.02     8.00   220.00 -9999.00  1019.00    30.10    44.06    45.00 -9999.00 -9999.00
   KBVE  20120201/1851      1.00    29.33   -89.40     0.00    68.00     8.00   180.00 -9999.00  1020.70    30.14    66.20    93.98    31.00 -9999.00
   KBVI  20120201/1847      1.00    40.77   -80.40   382.00    57.20    13.00   250.00    17.00 -9999.00    30.01    39.20    50.93 -9999.00 -9999.00
   KBVN  20120201/1855      1.00    41.73   -98.06   551.00    53.06     3.00   230.00 -9999.00 -9999.00    30.08    19.22    26.14 -9999.00 -9999.00
   KBVO  20120201/1853      1.00    36.77   -96.03   217.00    64.94     7.00    50.00 -9999.00  1019.80    30.13    30.92    27.85 -9999.00 -9999.00
   KBVU  20120201/1855      1.00    35.95  -114.86   671.00    59.00     6.00    70.00 -9999.00 -9999.00    30.11    15.80    18.18 -9999.00 -9999.00
   KBVX  20120201/1855      1.00    35.73   -91.65   141.00    64.40     4.00   320.00 -9999.00 -9999.00    30.05    57.20    77.48 -9999.00 -9999.00
   KBVY  20120201/1853      1.00    42.58   -70.92    33.00    46.94     5.00   230.00 -9999.00  1007.30    29.76    41.00    79.70 -9999.00 -9999.00
   KBWG  20120201/1853      1.00    36.96   -86.42   167.00    62.06     5.00   270.00 -9999.00  1017.90    30.07    55.94    80.37 -9999.00 -9999.00
   KBWI  20120201/1854      1.00    39.17   -76.68    44.00    68.00    16.00   260.00    22.00  1014.20    29.95    42.80    40.05 -9999.00 -9999.00
   KBWP  20120201/1855      1.00    46.24   -96.61   295.00    37.40     5.00   220.00 -9999.00 -9999.00    30.00    32.00    80.63 -9999.00 -9999.00
   KBXK  20120201/1855      1.00    33.42  -112.69   311.00    64.40    10.00    90.00 -9999.00 -9999.00    30.13    24.80    22.06 -9999.00 -9999.00
