 PARM = MNET;SLAT;SLON;SELV;TMPF;SKNT;DRCT;GUST;PMSL;ALTI;DWPF;RELH;WTHR;P24I


    STN  YYMMDD/HHMM      MNET     SLAT     SLON     SELV     TMPF     SKNT     DRCT     GUST     PMSL     ALTI     DWPF     RELH     WTHR     P24I     
   KBYG  20120201/1853      1.00    44.38  -106.72  1514.00    35.06     8.00   140.00 -9999.00  1018.00    30.01    23.00    61.04 -9999.00 -9999.00
   KBYI  20120201/1853      1.00    42.54  -113.77  1265.00    37.94     6.00   330.00 -9999.00  1019.20    30.06    30.02    72.85 -9999.00 -9999.00
   KBYS  20120201/1855      1.00    35.28  -116.62   716.00    63.14    13.00   200.00    18.00  1018.20    30.08    23.36    21.71 -9999.00 -9999.00
   KBYY  20120201/1855      1.00    28.97   -95.86    14.00    76.46     7.00   270.00 -9999.00 -9999.00    30.08    71.24    83.96 -9999.00 -9999.00
   KBZN  20120201/1856      1.00    45.79  -111.16  1364.00    33.98     0.00     0.00 -9999.00  1019.90    30.00    21.02    58.60 -9999.00 -9999.00
   KC09  20120201/1855      1.00    41.43   -88.42   178.00    39.02     0.00     0.00 -9999.00 -9999.00    30.10    34.70    84.33 -9999.00 -9999.00
   KC29  20120201/1855      1.00    43.11   -89.53   283.00    41.18     5.00   300.00 -9999.00 -9999.00    30.09    32.00    69.58 -9999.00 -9999.00
   KC75  20120201/1855      1.00    41.02   -89.39   173.00    36.50     0.00     0.00 -9999.00 -9999.00    30.12    34.34    91.78    31.00 -9999.00
   KCAD  20120201/1855      1.00    44.28   -85.42   398.00    32.18     5.00   340.00 -9999.00 -9999.00    30.03    27.86    83.86 -9999.00 -9999.00
   KCAE  20120201/1856      1.00    33.94   -81.12    71.00    71.06     4.00 -9999.00 -9999.00  1021.10    30.16    48.92    45.49 -9999.00 -9999.00
   KCAG  20120201/1853      1.00    40.49  -107.52  1888.00    35.96     8.00    60.00 -9999.00 -9999.00    30.21    17.06    45.69 -9999.00 -9999.00
   KCAO  20120201/1855      1.00    36.45  -103.15  1513.00    55.94    12.00    10.00 -9999.00  1020.60    30.18     6.08    13.15 -9999.00 -9999.00
   KCAR  20120201/1854      1.00    46.87   -68.01   191.00    17.96     5.00    40.00 -9999.00  1010.40    29.79    14.00    84.15  2500.00 -9999.00
   KCAV  20120201/1855      1.00    42.75   -93.77   354.00    41.00     6.00   180.00 -9999.00 -9999.00    30.09    39.20    93.24     9.00 -9999.00
   KCBF  20120201/1855      1.00    41.27   -95.77   382.00    55.40     6.00   230.00 -9999.00 -9999.00    30.09    23.00    28.18 -9999.00 -9999.00
   KCBG  20120201/1855      1.00    45.57   -93.27   287.00    30.20     0.00     0.00 -9999.00 -9999.00    30.10    24.80    80.04     6.00 -9999.00
   KCBM  20120201/1855      1.00    33.65   -88.45    67.00    68.36     4.00   190.00 -9999.00  1019.00    30.09    61.70    79.32 -9999.00 -9999.00
   KCCA  20120201/1855      1.00    35.60   -92.45   157.00    66.20     0.00     0.00 -9999.00 -9999.00    30.05    57.20    72.78 -9999.00 -9999.00
   KCCR  20120201/1853      1.00    37.99  -122.05     7.00    55.04 -9999.00 -9999.00 -9999.00  1023.90    30.28    48.02    77.17 -9999.00 -9999.00
   KCCU  20120201/1901      1.00    39.47  -106.15  3680.00    26.60    11.00   190.00 -9999.00 -9999.00    30.22   -13.00    16.38 -9999.00 -9999.00
   KCCY  20120201/1855      1.00    43.07   -92.62   343.00    33.80     0.00     0.00 -9999.00 -9999.00    30.12    30.20    86.48    31.00 -9999.00
   KCDA  20120201/1855      1.00    44.57   -72.02   362.00    33.98     0.00     0.00 -9999.00 -9999.00    29.70    31.82    91.68     2.00 -9999.00
   KCDC  20120201/1820      1.00    37.71  -113.10  1715.00    42.80     3.00 -9999.00 -9999.00 -9999.00    30.10    19.40    38.71 -9999.00 -9999.00
   KCDC  20120201/1830      1.00    37.71  -113.10  1715.00    44.60     3.00   220.00 -9999.00 -9999.00    30.10    17.60    33.44 -9999.00 -9999.00
   KCDC  20120201/1835      1.00    37.71  -113.10  1715.00    44.60     7.00   240.00 -9999.00 -9999.00    30.10    17.60    33.44 -9999.00 -9999.00
   KCDC  20120201/1840      1.00    37.71  -113.10  1715.00    44.60     9.00   230.00 -9999.00 -9999.00    30.10    17.60    33.44 -9999.00 -9999.00
   KCDC  20120201/1845      1.00    37.71  -113.10  1715.00    44.60     6.00   230.00 -9999.00 -9999.00    30.10    19.40    36.13 -9999.00 -9999.00
   KCDC  20120201/1850      1.00    37.71  -113.10  1715.00    46.04     7.00   230.00 -9999.00  1018.20    30.10    19.04    33.69 -9999.00 -9999.00
   KCDC  20120201/1853      1.00    37.71  -113.10  1715.00    46.04     7.00   220.00 -9999.00  1018.00    30.10    19.04    33.69 -9999.00 -9999.00
   KCDC  20120201/1855      1.00    37.71  -113.10  1715.00    46.40     7.00   230.00 -9999.00 -9999.00    30.10    19.40    33.75 -9999.00 -9999.00
   KCDC  20120201/1900      1.00    37.71  -113.10  1715.00    46.40     6.00   230.00 -9999.00 -9999.00    30.09    19.40    33.75 -9999.00 -9999.00
   KCDD  20120201/1845      1.00    48.27   -92.48   341.00    28.40     0.00     0.00 -9999.00 -9999.00    30.04    26.60    92.85 -9999.00 -9999.00
   KCDH  20120201/1855      1.00    33.62   -92.77    40.00 -9999.00     4.00   230.00 -9999.00 -9999.00    30.04 -9999.00 -9999.00 -9999.00 -9999.00
   KCDN  20120201/1855      1.00    34.28   -80.56    92.00    69.80    10.00   210.00    14.00 -9999.00    30.18    48.20    46.22 -9999.00 -9999.00
   KCDR  20120201/1853      1.00    42.84  -103.10  1005.00    44.96     5.00   250.00 -9999.00  1023.10    30.13    19.94    36.47 -9999.00 -9999.00
   KCDS  20120201/1853      1.00    34.43  -100.28   595.00    60.98     0.00     0.00 -9999.00  1020.20    30.14    28.04    28.46 -9999.00 -9999.00
   KCDW  20120201/1853      1.00    40.88   -74.28    52.00    60.98    11.00   270.00    19.00  1012.70    29.89    42.08    49.76 -9999.00 -9999.00
   KCEC  20120201/1856      1.00    41.78  -124.24    17.00    51.98     6.00   330.00 -9999.00  1027.80    30.35    46.94    82.88 -9999.00 -9999.00
   KCEF  20120201/1855      1.00    42.20   -72.53    75.00    59.36     9.00   250.00 -9999.00  1008.50    29.78    42.08    52.71 -9999.00 -9999.00
   KCEU  20120201/1854      1.00    34.67   -82.88   272.00    64.04     5.00   230.00 -9999.00  1021.20    30.17    46.04    51.97 -9999.00 -9999.00
   KCEW  20120201/1853      1.00    30.77   -86.52    65.00    66.02     0.00     0.00 -9999.00  1021.70    30.18    62.96    89.88 -9999.00 -9999.00
   KCEY  20120201/1855      1.00    36.66   -88.37   176.00    66.20     0.00     0.00 -9999.00 -9999.00    30.05    55.40    68.20 -9999.00 -9999.00
   KCEZ  20120201/1853      1.00    37.31  -108.63  1803.00    42.08     0.00     0.00 -9999.00  1024.70    30.25    17.96    37.40 -9999.00 -9999.00
   KCFE  20120201/1854      1.00    45.16   -93.84   295.00    31.64     3.00   140.00 -9999.00 -9999.00    30.08 -9999.00 -9999.00    31.00 -9999.00
   KCFS  20120201/1855      1.00    43.46   -83.45   214.00    37.40     9.00   320.00 -9999.00 -9999.00    30.04    32.00    80.63 -9999.00 -9999.00
   KCFV  20120201/1852      1.00    37.09   -95.57   229.00    64.94    10.00    40.00    14.00  1020.00    30.12    30.02    26.85 -9999.00 -9999.00
   KCGC  20120201/1855      1.00    28.87   -82.57     3.00    73.40     5.00   300.00 -9999.00 -9999.00    30.19    57.20    56.95 -9999.00 -9999.00
   KCGF  20120201/1845      1.00    41.57   -81.48   268.00    46.40    13.00   290.00 -9999.00 -9999.00    30.05    37.40    70.68 -9999.00 -9999.00
   KCGI  20120201/1853      1.00    37.23   -89.58   104.00    60.08     0.00     0.00 -9999.00  1018.00    30.07    53.96    80.21 -9999.00 -9999.00
   KCGZ  20120201/1855      1.00    32.95  -111.77   446.00    62.60     3.00    70.00 -9999.00 -9999.00    30.14    28.40    27.28 -9999.00 -9999.00
   KCHA  20120201/1853      1.00    35.03   -85.20   207.00    51.98     0.00     0.00 -9999.00  1020.70    30.14    48.92    89.27    31.00 -9999.00
   KCHA  20120201/1900      1.00    35.03   -85.20   207.00    51.80     3.00   140.00 -9999.00 -9999.00    30.13    48.20    87.48    31.00 -9999.00
   KCHD  20120201/1847      1.00    33.27  -111.81   379.00    62.60     4.00 -9999.00 -9999.00 -9999.00    30.14    26.60    25.32 -9999.00 -9999.00
   KCHK  20120201/1855      1.00    35.10   -97.97   351.00    60.80     3.00    70.00 -9999.00 -9999.00    30.13    39.20    44.78 -9999.00 -9999.00
   KCHO  20120201/1853      1.00    38.14   -78.46   195.00    68.00    12.00   250.00    22.00  1015.90    30.01    44.60    42.90 -9999.00 -9999.00
   KCHS  20120201/1856      1.00    32.90   -80.04    14.00    73.04    11.00   200.00 -9999.00  1022.30    30.19    48.02    41.14 -9999.00 -9999.00
   KCIC  20120201/1847      1.00    39.80  -121.85    73.00    50.00     4.00   150.00 -9999.00 -9999.00    30.29    44.60    81.61 -9999.00 -9999.00
   KCID  20120201/1852      1.00    41.88   -91.71   263.00    33.08     3.00   240.00 -9999.00  1020.70    30.12    30.92    91.65    31.00 -9999.00
   KCIN  20120201/1855      1.00    42.05   -94.78   375.00    55.40     6.00   260.00 -9999.00 -9999.00    30.09    26.60    32.75 -9999.00 -9999.00
   KCIR  20120201/1855      1.00    37.06   -89.22    98.00    57.20     0.00     0.00 -9999.00 -9999.00    30.07    55.40    93.70    17.00 -9999.00
   KCIU  20120201/1855      1.00    46.25   -84.47   244.00    30.20    16.00   320.00    20.00 -9999.00    29.99    26.60    86.26 -9999.00 -9999.00
   KCJR  20120201/1855      1.00    38.53   -77.86    95.00    71.60     8.00   270.00 -9999.00 -9999.00    29.99    44.60    37.95 -9999.00 -9999.00
   KCKB  20120201/1853      1.00    39.30   -80.22   366.00    53.06     7.00   220.00 -9999.00  1017.20    30.06    46.94    79.65 -9999.00 -9999.00
   KCKC  20120201/1854      1.00    47.84   -90.38   548.00    28.40     0.00     0.00 -9999.00 -9999.00    29.99    23.00    79.89 -9999.00 -9999.00
   KCKI  20120201/1855      1.00    33.72   -79.86    20.00    73.40     8.00   190.00    14.00 -9999.00    30.17    50.00    43.76 -9999.00 -9999.00
   KCKM  20120201/1855      1.00    34.30   -90.51    53.00    66.20     4.00   210.00 -9999.00 -9999.00    30.08    59.00    77.64 -9999.00 -9999.00
   KCKN  20120201/1854      1.00    47.85   -96.62   273.00    30.20    10.00   200.00 -9999.00 -9999.00    29.95    30.20   100.00 -9999.00 -9999.00
   KCKP  20120201/1855      1.00    42.73   -95.56   374.00    47.12     0.00     0.00 -9999.00 -9999.00    30.09    35.06    62.70 -9999.00 -9999.00
   KCKV  20120201/1852      1.00    36.62   -87.42   168.00    64.94     3.00   230.00 -9999.00  1017.30    30.05    55.94    72.66 -9999.00 -9999.00
   KCLI  20120201/1855      1.00    44.61   -88.73   251.00    35.60     6.00   270.00 -9999.00 -9999.00    30.07    30.20    80.49 -9999.00 -9999.00
   KCLK  20120201/1915      1.00    35.54   -98.92   492.00    59.00     5.00    70.00 -9999.00 -9999.00    30.14    30.20    33.35 -9999.00 -9999.00
   KCLL  20120201/1853      1.00    30.58   -96.36    97.00    71.06     6.00   250.00 -9999.00  1018.40    30.09    64.94    81.04 -9999.00 -9999.00
   KCLM  20120201/1853      1.00    48.12  -123.51    87.00    46.04     7.00   260.00 -9999.00  1020.60    30.13    37.04    70.64 -9999.00 -9999.00
   KCLS  20120201/1855      1.00    46.68  -122.98    54.00    48.20     6.00   270.00 -9999.00 -9999.00    30.21    37.40    66.05 -9999.00 -9999.00
   KCLT  20120201/1852      1.00    35.21   -80.95   228.00    64.94    11.00   210.00 -9999.00  1020.30    30.14    46.04    50.37 -9999.00 -9999.00
   KCMA  20120201/1855      1.00    34.22  -119.08    23.00    62.06     6.00   260.00 -9999.00  1022.40    30.16    44.96    53.48 -9999.00 -9999.00
   KCMB  20120201/1900      1.00    29.44   -92.98     9.00    69.80    14.00   190.00 -9999.00 -9999.00    30.10    66.20    88.37 -9999.00 -9999.00
   KCMH  20120201/1851      1.00    39.99   -82.88   248.00    59.00     6.00   240.00 -9999.00  1016.90    30.03    44.60    58.80 -9999.00 -9999.00
   KCMI  20120201/1853      1.00    40.03   -88.27   229.00    50.00     3.00   280.00 -9999.00  1018.70    30.08    41.00    71.08 -9999.00 -9999.00
   KCMX  20120201/1853      1.00    47.17   -88.49   334.00    30.92     6.00   290.00 -9999.00  1018.30    30.03    26.96    85.03 -9999.00 -9999.00
   KCMX  20120201/1902      1.00    47.17   -88.49   334.00    30.20     6.00   290.00 -9999.00 -9999.00    30.03    28.40    92.91 -9999.00 -9999.00
   KCMY  20120201/1855      1.00    43.96   -90.74   255.00    32.00     5.00   270.00 -9999.00 -9999.00    30.13    30.20    92.96    31.00 -9999.00
   KCNB  20120201/1856      1.00    44.73   -96.27   364.00    50.90    13.00   260.00 -9999.00 -9999.00    30.03    31.82    47.81 -9999.00 -9999.00
   KCNC  20120201/1855      1.00    41.03   -93.37   320.00    55.40     7.00   260.00 -9999.00 -9999.00    30.12    30.20    37.97 -9999.00 -9999.00
   KCNK  20120201/1855      1.00    39.55   -97.65   453.00    55.04     9.00   260.00 -9999.00  1021.00    30.14    24.08    29.88 -9999.00 -9999.00
   KCNM  20120201/1853      1.00    32.34  -104.26  1004.00    66.02     9.00   360.00    18.00  1019.50    30.19    15.99    14.32 -9999.00 -9999.00
   KCNO  20120201/1853      1.00    33.98  -117.62   198.00    59.00     0.00     0.00 -9999.00  1022.50    30.20    46.04    62.10     6.00 -9999.00
   KCNU  20120201/1852      1.00    37.67   -95.48   305.00    62.06     4.00    50.00 -9999.00  1020.60    30.14    28.94    28.42 -9999.00 -9999.00
   KCNY  20120201/1853      1.00    38.76  -109.74  1388.00    42.98     8.00   120.00 -9999.00  1023.90    30.20    19.94    39.34 -9999.00 -9999.00
   KCOD  20120201/1855      1.00    44.52  -109.02  1551.00    41.00     0.00     0.00 -9999.00 -9999.00    30.01    10.40    27.97 -9999.00 -9999.00
   KCOE  20120201/1855      1.00    47.77  -116.82   707.00    35.60     3.00    40.00 -9999.00 -9999.00    29.95    30.20    80.49 -9999.00 -9999.00
   KCOF  20120201/1855      1.00    28.23   -80.60     3.00    74.84     8.00   110.00 -9999.00  1023.00    30.21    62.60    65.76 -9999.00 -9999.00
   KCOM  20120201/1855      1.00    31.84   -99.40   517.00    71.60    11.00   330.00 -9999.00 -9999.00    30.11    43.34    36.17 -9999.00 -9999.00
   KCOQ  20120201/1856      1.00    46.70   -92.50   390.00    32.00     6.00   210.00 -9999.00 -9999.00    30.03    26.60    80.19 -9999.00 -9999.00
   KCOS  20120201/1854      1.00    38.82  -104.71  1881.00    46.94     5.00   130.00 -9999.00  1022.70    30.16     1.04    14.52 -9999.00 -9999.00
   KCOT  20120201/1853      1.00    28.46   -99.22   145.00    69.98     3.00   310.00 -9999.00  1018.70    30.10    64.04    81.48 -9999.00 -9999.00
   KCOU  20120201/1854      1.00    38.82   -92.22   271.00    55.94     7.00   330.00 -9999.00  1020.30    30.13    33.98    43.36 -9999.00 -9999.00
   KCPC  20120201/1855      1.00    34.27   -78.72    30.00    69.80     6.00   220.00 -9999.00 -9999.00    30.16    44.60    40.34 -9999.00 -9999.00
   KCPK  20120201/1855      1.00    36.67   -76.32     6.00    71.60    12.00   240.00    15.00 -9999.00    30.07    42.80    35.42 -9999.00 -9999.00
   KCPR  20120201/1853      1.00    42.90  -106.47  1630.00    37.04    21.00   220.00    27.00  1020.50    30.10    17.06    43.78 -9999.00 -9999.00
   KCQB  20120201/1855      1.00    35.72   -96.82   300.00    64.40     6.00    90.00 -9999.00 -9999.00    30.11    33.80    31.88 -9999.00 -9999.00
   KCQC  20120201/1853      1.00    35.00  -105.67  2160.00    46.04    14.00   320.00 -9999.00  1022.30    30.25    14.00    27.06 -9999.00 -9999.00
   KCQM  20120201/1857      1.00    47.82   -92.69   405.00    28.40     0.00     0.00 -9999.00 -9999.00    30.02    28.40   100.00 -9999.00 -9999.00
   KCQW  20120201/1855      1.00    34.71   -79.96    73.00    69.80     9.00   230.00 -9999.00 -9999.00    30.15    46.40    43.19 -9999.00 -9999.00
   KCQX  20120201/1852      1.00    41.69   -69.99    20.00    48.92    10.00   230.00    21.00  1009.70    29.81    42.08    77.15 -9999.00 -9999.00
   KCRE  20120201/1853      1.00    33.81   -78.72    10.00    66.02     9.00   200.00 -9999.00  1022.10    30.18    53.06    63.01 -9999.00 -9999.00
   KCRG  20120201/1853      1.00    30.34   -81.51    12.00    75.02     9.00   100.00 -9999.00  1022.40    30.19    55.04    49.89 -9999.00 -9999.00
   KCRH  20120201/1855      1.00    28.91   -93.30    10.00    69.80    10.00   170.00 -9999.00 -9999.00    30.10    68.00    94.03 -9999.00 -9999.00
   KCRP  20120201/1851      1.00    27.77   -97.51    13.00    77.00     7.00   220.00 -9999.00  1018.60    30.08    66.20    69.40 -9999.00 -9999.00
   KCRP  20120201/1904      1.00    27.77   -97.51    13.00    77.00     7.00   210.00 -9999.00 -9999.00    30.08    66.20    69.40 -9999.00 -9999.00
   KCRQ  20120201/1853      1.00    33.13  -117.28   100.00    60.08     5.00   320.00 -9999.00  1021.80    30.18    48.92    66.59 -9999.00 -9999.00
   KCRS  20120201/1853      1.00    32.03   -96.40   136.00    73.04     6.00   220.00 -9999.00  1018.20    30.08    57.92    59.15 -9999.00 -9999.00
   KCRW  20120201/1854      1.00    38.38   -81.59   299.00    57.02     6.00   220.00 -9999.00  1018.00    30.07    48.92    74.30 -9999.00 -9999.00
   KCRX  20120201/1855      1.00    34.92   -88.60   130.00    68.00     5.00   230.00 -9999.00 -9999.00    30.07    57.20    68.41 -9999.00 -9999.00
   KCSM  20120201/1853      1.00    35.36   -99.20   585.00    57.92     5.00    40.00 -9999.00  1020.90    30.16    35.06    42.16 -9999.00 -9999.00
   KCSQ  20120201/1855      1.00    41.02   -94.37   394.00    57.20     9.00   250.00 -9999.00 -9999.00    30.11    21.20    24.47 -9999.00 -9999.00
   KCSV  20120201/1853      1.00    35.95   -85.08   573.00    53.06     4.00   200.00 -9999.00  1019.00    30.11    51.08    92.97  2493.00 -9999.00
   KCTB  20120201/1856      1.00    48.61  -112.38  1175.00    35.06     0.00     0.00 -9999.00  1013.60    29.86    21.02    56.13 -9999.00 -9999.00
   KCTJ  20120201/1855      1.00    33.63   -85.15   354.00    59.00     0.00     0.00 -9999.00 -9999.00    30.16    53.60    82.27     1.00 -9999.00
   KCTY  20120201/1853      1.00    29.55   -83.11    12.00    75.92     5.00   180.00 -9999.00  1022.40    30.19    53.06    45.04 -9999.00 -9999.00
   KCTZ  20120201/1855      1.00    34.98   -78.36    45.00    68.00     9.00   250.00 -9999.00 -9999.00    30.15    46.40    45.93 -9999.00 -9999.00
   KCUB  20120201/1853      1.00    33.97   -80.99    64.00    71.96     9.00   200.00    14.00  1021.60    30.17    48.92    44.12 -9999.00 -9999.00
   KCUH  20120201/1855      1.00    35.95   -96.77   279.00    64.40     6.00    70.00 -9999.00 -9999.00    30.12    33.80    31.88 -9999.00 -9999.00
   KCUL  20120201/1855      1.00    38.09   -88.12   118.00    62.24     0.00     0.00 -9999.00 -9999.00    30.05    51.98    69.11 -9999.00 -9999.00
   KCUT  20120201/1853      1.00    43.73  -103.62  1707.00    37.94    12.00   290.00    17.00  1020.50    30.07     8.96    29.54 -9999.00 -9999.00
   KCVB  20120201/1855      1.00    29.34   -98.85   235.00    68.00     0.00     0.00 -9999.00 -9999.00    30.12    68.00   100.00 -9999.00 -9999.00
   KCVG  20120201/1852      1.00    39.04   -84.67   273.00    60.08     7.00   210.00 -9999.00  1017.00    30.04    46.04    59.76 -9999.00 -9999.00
   KCVH  20120201/1845      1.00    36.89  -121.41    70.00    55.40     7.00   310.00 -9999.00 -9999.00    30.29    48.20    76.68 -9999.00 -9999.00
   KCVN  20120201/1855      1.00    34.43  -103.08  1285.00    60.80    16.00   350.00    21.00 -9999.00    30.21    14.00    15.76 -9999.00 -9999.00
   KCVO  20120201/1855      1.00    44.50  -123.28    75.00    46.40     8.00   250.00 -9999.00 -9999.00    30.29    37.40    70.68 -9999.00 -9999.00
   KCVS  20120201/1855      1.00    34.38  -103.32  1309.00    58.64    11.00   350.00 -9999.00  1023.30    30.19     8.42    13.27 -9999.00 -9999.00
   KCVX  20120201/1855      1.00    45.30   -85.27   204.00    33.44     9.00   290.00 -9999.00 -9999.00    30.07    27.86    79.72 -9999.00 -9999.00
   KCWA  20120201/1850      1.00    44.78   -89.67   389.00    33.80     8.00   320.00 -9999.00 -9999.00    30.07    28.40    80.34 -9999.00 -9999.00
   KCWC  20120201/1855      1.00    33.86   -98.49   304.00    62.60     6.00   360.00    14.00 -9999.00    30.11    41.00    45.07 -9999.00 -9999.00
   KCWF  20120201/1850      1.00    30.22   -93.15     4.00    73.40    10.00   210.00    16.00 -9999.00    30.09    69.80    88.54 -9999.00 -9999.00
   KCWI  20120201/1855      1.00    41.83   -90.33   216.00    35.60     5.00   310.00 -9999.00 -9999.00    30.15    30.20    80.49 -9999.00 -9999.00
   KCXO  20120201/1853      1.00    30.36   -95.41    74.00    73.94     0.00     0.00 -9999.00  1018.10    30.07    66.02    76.36 -9999.00 -9999.00
   KCXP  20120201/1855      1.00    39.19  -119.73  1432.00    46.40    10.00   290.00 -9999.00 -9999.00    30.18    23.00    39.32 -9999.00 -9999.00
   KCXY  20120201/1856      1.00    40.22   -76.85   106.00    62.96    13.00   260.00    22.00  1014.20    29.95    42.08    46.40 -9999.00 -9999.00
   KCYS  20120201/1853      1.00    41.16  -104.81  1876.00    44.96     7.00   260.00 -9999.00  1019.90    30.11    -2.92    12.97 -9999.00 -9999.00
   KD07  20120201/1856      1.00    45.03  -102.02   787.00    46.94    11.00   300.00 -9999.00  1019.90    30.06    23.00    38.53 -9999.00 -9999.00
   KD39  20120201/1855      1.00    45.71   -94.93   379.00    33.80     5.00   140.00 -9999.00 -9999.00    30.03    33.80   100.00     9.00 -9999.00
   KD50  20120201/1855      1.00    48.93  -103.30   595.00    35.60    13.00   310.00 -9999.00 -9999.00    29.98    30.20    80.49 -9999.00 -9999.00
   KD55  20120201/1855      1.00    48.75   -98.39   490.00    28.40     9.00   260.00 -9999.00 -9999.00    29.87    28.40   100.00 -9999.00 -9999.00
   KD60  20120201/1855      1.00    48.38  -102.90   693.00    35.60     9.00   310.00 -9999.00 -9999.00    29.99    28.40    74.78 -9999.00 -9999.00
   KDAA  20120201/1855      1.00    38.72   -77.18    21.00    70.34     5.00 -9999.00 -9999.00  1015.20    29.98    40.28    33.54 -9999.00 -9999.00
   KDAL  20120201/1853      1.00    32.85   -96.86   148.00    69.08     0.00     0.00 -9999.00  1017.20    30.05    59.00    70.32 -9999.00 -9999.00
   KDAL  20120201/1859      1.00    32.85   -96.86   148.00    69.80     6.00   300.00 -9999.00 -9999.00    30.06    57.20    64.32 -9999.00 -9999.00
   KDAN  20120201/1853      1.00    36.57   -79.34   174.00    64.04     4.00   210.00 -9999.00  1018.30    30.09    37.04    36.71 -9999.00 -9999.00
   KDAY  20120201/1856      1.00    39.91   -84.22   307.00    60.08     6.00   280.00 -9999.00  1017.50    30.05    39.02    45.62 -9999.00 -9999.00
   KDBN  20120201/1855      1.00    32.56   -82.98    94.00    73.40     8.00   210.00 -9999.00 -9999.00    30.18    50.00    43.76 -9999.00 -9999.00
   KDBQ  20120201/1853      1.00    42.40   -90.70   328.00    33.08     4.00   250.00 -9999.00  1020.80    30.11    30.92    91.65    31.00 -9999.00
   KDCA  20120201/1852      1.00    38.85   -77.03     4.00    69.08    10.00   250.00 -9999.00  1014.90    29.97    41.00    36.01 -9999.00 -9999.00
   KDCM  20120201/1855      1.00    34.79   -81.20   200.00    64.40     4.00   220.00 -9999.00 -9999.00    30.16    48.20    55.67 -9999.00 -9999.00
   KDCU  20120201/1853      1.00    34.66   -86.94   180.00    57.92     5.00   200.00 -9999.00  1019.30    30.11    55.04    90.12 -9999.00 -9999.00
   KDDC  20120201/1852      1.00    37.77   -99.97   790.00    57.92    10.00   190.00 -9999.00  1020.80    30.15    24.08    26.92 -9999.00 -9999.00
   KDDH  20120201/1854      1.00    42.89   -73.25   252.00    50.00     5.00   220.00 -9999.00  1008.10    29.77    42.08    74.10 -9999.00 -9999.00
   KDEC  20120201/1854      1.00    39.83   -88.87   208.00    55.04     5.00 -9999.00 -9999.00  1018.90    30.09    39.02    54.68 -9999.00 -9999.00
   KDEH  20120201/1855      1.00    43.28   -91.73   353.00    30.20     3.00   300.00 -9999.00 -9999.00    30.13    30.20   100.00    31.00 -9999.00
   KDEN  20120201/1853      1.00    39.83  -104.66  1655.00    46.04     8.00   110.00 -9999.00  1019.90    30.15    12.92    25.80 -9999.00 -9999.00
   KDEQ  20120201/1853      1.00    34.05   -94.40   108.00    66.02    13.00   240.00    18.00  1017.80    30.07    59.00    78.12 -9999.00 -9999.00
   KDET  20120201/1853      1.00    42.41   -83.01   191.00    48.02     9.00   270.00 -9999.00  1017.60    30.04    33.08    56.00 -9999.00 -9999.00
   KDEW  20120201/1853      1.00    47.97  -117.43   672.00    33.98     0.00     0.00 -9999.00  1016.20    29.95    32.00    92.35  2500.00 -9999.00
   KDEW  20120201/1858      1.00    47.97  -117.43   672.00    33.80     0.00     0.00 -9999.00 -9999.00    29.95    32.00    93.02  2500.00 -9999.00
   KDEW  20120201/1905      1.00    47.97  -117.43   672.00    33.80     0.00     0.00 -9999.00 -9999.00    29.95    32.00    93.02  2500.00 -9999.00
   KDFI  20120201/1853      1.00    41.34   -84.43   215.00    44.06     5.00 -9999.00 -9999.00  1018.70    30.08    37.04    76.16 -9999.00 -9999.00
   KDFW  20120201/1853      1.00    32.90   -97.02   183.00    68.00     8.00   230.00 -9999.00  1017.40    30.06    57.20    68.41 -9999.00 -9999.00
   KDGW  20120201/1853      1.00    42.79  -105.38  1502.00    39.92     4.00   150.00 -9999.00  1021.90    30.11    14.00    34.22 -9999.00 -9999.00
   KDHN  20120201/1853      1.00    31.32   -85.45   122.00    64.94     9.00   180.00 -9999.00  1022.70    30.21    60.08    84.29 -9999.00 -9999.00
   KDHT  20120201/1853      1.00    36.02  -102.55  1216.00    57.02    11.00   360.00    22.00  1020.80    30.17    12.02    16.53 -9999.00 -9999.00
   KDIJ  20120201/1856      1.00    43.74  -111.10  1898.00    31.10     3.00    40.00 -9999.00  1020.60    30.08    18.14    58.17 -9999.00 -9999.00
   KDIK  20120201/1856      1.00    46.80  -102.80   790.00    44.96    12.00   280.00    19.00  1017.10    29.98    21.92    39.68 -9999.00 -9999.00
   KDKB  20120201/1855      1.00    41.93   -88.71   279.00    40.10     6.00   290.00 -9999.00 -9999.00    30.10    33.80    78.00 -9999.00 -9999.00
   KDKK  20120201/1853      1.00    42.49   -79.28   211.00    41.00     8.00   250.00    18.00  1016.20    30.00    35.06    79.20 -9999.00 -9999.00
   KDKR  20120201/1855      1.00    31.31   -95.40   106.00    71.60     6.00   240.00 -9999.00 -9999.00    30.10    66.20    83.13 -9999.00 -9999.00
   KDLF  20120201/1855      1.00    29.12  -100.47   294.00    69.26     3.00 -9999.00 -9999.00  1019.10    30.12    60.26    73.09 -9999.00 -9999.00
   KDLH  20120201/1855      1.00    46.84   -92.23   435.00    32.00     5.00   250.00 -9999.00  1018.80    30.02    28.04    85.10 -9999.00 -9999.00
   KDLL  20120201/1855      1.00    43.52   -89.77   298.00    35.60     5.00   260.00 -9999.00 -9999.00    30.09    30.20    80.49 -9999.00 -9999.00
